# CUI ; Name ; SemanticTypes
C0013456 ; Earache ; sosy
C0240273 ; Tender lymph node ; sosy
C0344022 ; Onchocercal depigmentation ; dsyn
C0036420 ; Localized scleroderma ; dsyn
C0425574 ; Bounding pulse ; fndg
C0235627 ; Isosthenuria ; fndg
C1285577 ; Acute confusional state ; fndg
C3257803 ; Watery eyes ; sosy
C0149793 ; Amaurosis fugax ; sosy
C2930898 ; Benign essential blepharospasm ; dsyn
C0152116 ; Spasmodic torticollis ; sosy
C0003460 ; Anuria ; dsyn
C0151603 ; Anasarca ; patf
C0241442 ; Protrusion of tongue ; fndg
C0194804 ; Biopsy of prostate ; diap
C0278107 ; Painful ejaculation ; sosy
C0002979 ; Digital subtraction angiography ; diap
C0392156 ; Akathisia ; sosy
C0700075 ; Motor restlessness ; sosy
C0162550 ; Drug-induced akathisia ; dsyn
C0235136 ; Agitated depression ; mobd
C0423618 ; Throbbing headache ; sosy
C0029089 ; Ophthalmoplegia ; sosy
C0019212 ; Hepatorenal syndrome ; dsyn
C0024517 ; Single major depressive episode ; mobd
C0262630 ; Reduced concentration span ; fndg
C0011103 ; Decerebrate rigidity ; patf
C0034880 ; Hyperacusis ; sosy
C0422955 ; Lazy eye ; dsyn
C0424731 ; Single transverse palmar crease ; fndg
C0030044 ; Acrocephaly ; cgab
C0231807 ; Dyspnea on exertion ; sosy
C0438716 ; Pressure in chest ; sosy
C0578454 ; Neck swelling ; sosy
C0023067 ; Laryngitis ; dsyn
C0032781 ; Posterior rhinorrhea ; sosy
C0027431 ; Nasal provocation test ; diap
C0003564 ; Aphonia ; sosy
C1320657 ; Diabetes type ; fndg
C0013312 ; Dupuytren contracture ; dsyn
C0232267 ; Pericardial friction rub ; fndg
C0344104 ; Magnetic resonance imaging of breast ; diap
C0041976 ; Urethritis ; dsyn
C0004610 ; Bacteremia ; dsyn
C0031061 ; Perimetry ; diap
C0200189 ; Fundus photography ; diap
C0271185 ; Metamorphopsia ; sosy
C0524957 ; Corneal topography ; diap
C0004158 ; Athetosis ; sosy
C0424235 ; Fidgeting ; fndg
C0221243 ; Necrolytic migratory erythema ; dsyn
C0038577 ; Drugs of abuse screen ; lbpr
C0043387 ; Yawning ; fndg
C0278210 ; Problem of visual accommodation ; fndg
C0277942 ; Butterfly rash ; fndg
C0596683 ; Cardiac ventriculography ; diap
C0002018 ; Alexia ; mobd
C0586742 ; Difficulty reading ; fndg
C0234512 ; Prosopagnosia ; mobd
C0151205 ; Periorbital edema ; sosy
C0339143 ; Thyroid-associated ophthalmopathy ; dsyn
C0271298 ; Chemosis of conjunctiva ; patf
C0042510 ; Ventricular fibrillation ; dsyn
C0004093 ; Asthenia ; sosy
C0032224 ; Total body plethysmography ; diap
C0542142 ; Recurrent laryngeal nerve palsy ; dsyn
C0232534 ; Globus sensation ; sosy
C0426390 ; Bladder spasm ; sosy
C0239937 ; Microscopic hematuria ; fndg
C0278034 ; Cloudy urine ; fndg
C0000832 ; Abruptio placentae ; patf
C0020624 ; Hypomenorrhea ; dsyn
C0392331 ; Arachnophobia ; mobd
C0270790 ; Quadriparesis ; sosy
C0037771 ; Spastic paraparesis ; sosy
C0026825 ; Flaccidity - muscle ; sosy
C0085105 ; Breast self-examination ; diap
C0553084 ; Red blood cell morphology ; fndg
C0033775 ; Pruritus ani ; sosy
C0270996 ; Eye swelling ; sosy
C0700184 ; Throat irritation ; sosy
C0005957 ; Bone marrow examination NOS ; lbpr
C0206160 ; Reticulocytosis ; fndg
C0395003 ; Stage fright ; mobd
C0200044 ; Gynecologic examination ; diap
C0019633 ; Histocompatibility testing ; lbpr
C1096624 ; Periumbilical pain ; fndg
C0242084 ; Ruptured cerebral aneurysm ; dsyn
C0455880 ; Poor stream of urine ; sosy
C0013528 ; Echolalia ; mobd
C0085623 ; Akinesia ; dsyn
C0003119 ; Anophthalmos ; cgab
C0025193 ; Melancholia ; mobd
C0038358 ; Gastric ulcer ; dsyn
C0585237 ; CLO test for helicobacter pylori ; lbpr
C0232493 ; Epigastric pain ; sosy
C0151713 ; Hyperchlorhydria ; patf
C0149741 ; Nipple discharge NOS ; sosy
C0796693 ; Sentinel lymph node biopsy ; diap
C0011057 ; Sudden hearing loss, NOS ; fndg
C0195127 ; Culdocentesis ; diap
C0240991 ; Sensory ataxia ; sosy
C0265534 ; Scaphycephaly ; cgab
C0587054 ; Numbness of finger ; sosy
C0013418 ; Dystocia ; fndg
C0241128 ; Nikolsky sign ; fndg
C0521007 ; Hypophonia ; fndg
C0235218 ; Warm skin ; sosy
C0221161 ; Shallow breathing ; sosy
C0149736 ; Mass of neck ; fndg
C0086437 ; Joint laxity ; sosy
C0018775 ; Bilateral hearing loss ; dsyn
C0333243 ; Pitting edema ; sosy
C0341858 ; Endometriosis of uterus ; dsyn
C0684219 ; Myokymia ; sosy
C0233187 ; Braxton Hicks contractions ; sosy
C0474368 ; Labor pain ; sosy
C0009766 ; Allergic conjunctivitis ; dsyn
C0206083 ; Central pontine myelinolysis ; dsyn
C0423775 ; Scurfiness of scalp ; dsyn
C0232942 ; Cryptomenorrhea ; dsyn
C0427285 ; Clicking hip ; sosy
C0019559 ; Hip pain ; sosy
C0239137 ; Coxa valga ; fndg
C0233205 ; Halo sign ; sosy
C0333979 ; Secondary hyperplasia ; patf
C0234925 ; Greasy skin ; fndg
C0206051 ; Photoallergy ; dsyn
C0016867 ; Furunculosis ; dsyn
C0085696 ; Chronic prostatitis ; dsyn
C0020186 ; Hutchinson teeth ; cgab
C2243023 ; Constructional apraxia ; fndg
C1442861 ; Black eye ; fndg
C0221184 ; Bitemporal hemianopia ; fndg
C0544680 ; Quadrantanopsia ; fndg
C0430501 ; Capillaroscopy ; diap
C0852036 ; Gestational hypertension ; patf
C0008909 ; Claustrophobia ; mobd
C0269608 ; Antepartum hemorrhage ; patf
C0033778 ; Pruritus vulvae ; sosy
C0007166 ; Decreased cardiac output ; fndg
C0042420 ; Vasovagal syncope ; dsyn
C0149886 ; Simple febrile seizure ; dsyn
C0751057 ; Complex febrile seizure ; dsyn
C0266092 ; Congenital lip pits ; cgab
C2720434 ; Macroencephaly ; cgab
C0005729 ; Bleeding time ; lbpr
C0232599 ; Vomiting bile ; fndg
C0376288 ; Amaurosis ; dsyn
C0152134 ; Internuclear ophthalmoplegia ; dsyn
C0162674 ; Chronic progressive external ophthalmoplegia ; dsyn
C0264361 ; Traction bronchiectasis ; dsyn
C0558066 ; Intrusive thoughts ; mobd
C0424290 ; Compulsive hoarding ; mobd
C0476403 ; Electromyogram abnormal ; fndg
C0401149 ; Chronic constipation ; sosy
C0234166 ; Hyperexplexia ; sosy
C0740411 ; Delayed gastric emptying ; fndg
C0014818 ; Erythroplasia ; dsyn
C0221185 ; Xanthopsia ; fndg
C0022354 ; Obstructive jaundice NOS ; dsyn
C0029412 ; Secondary hypertrophic osteoarthropathy ; dsyn
C0001519 ; Adie's syndrome ; dsyn
C0040416 ; Tonic pupil ; sosy
C0232286 ; Precordial pain ; sosy
C0458256 ; Heavy pain ; fndg
C0002624 ; Retrograde amnesia ; mobd
C0233795 ; Anterograde amnesia ; mobd
C0239266 ; Pain in elbow ; sosy
C0085583 ; Choreoathetosis ; dsyn
C0268732 ; Nephritic syndrome ; dsyn
C0235238 ; Cycloplegia ; dsyn
C0238738 ; Spasm of back muscles ; dsyn
C0343494 ; Risus sardonicus ; sosy
C0343495 ; Lockjaw ; fndg
C0278151 ; Facial spasm ; fndg
C0578735 ; Axillary lymphadenopathy ; patf
C0546947 ; Choking sensation ; sosy
C0042038 ; Albumin - urine ; lbpr
C0730345 ; Microalbuminuria ; dsyn
C0406670 ; Vulvodynia ; dsyn
C0014549 ; Tonic-clonic epilepsy ; dsyn
C0152174 ; Somatoform pain disorder ; mobd
C0368676 ; Antibody screen ; lbpr
C0476486 ; Generalized enlarged lymph nodes ; patf
C0232258 ; Pansystolic murmur ; dsyn
C1321898 ; Blood in stool ; sosy
C0242186 ; Agrammatism ; mobd
C0231912 ; Nocturnal cough ; sosy
C0278144 ; Dull pain ; sosy
C0009193 ; Pain in the coccyx ; sosy
C0473906 ; Defecating proctogram ; diap
C0271196 ; Centrocecal scotoma ; fndg
C1268935 ; Familial thrombotic thrombocytopenic purpura / hemolytic uremic syndrome ; dsyn
C0232263 ; Early diastolic murmur ; fndg
C0749225 ; Systolic dysfunction ; patf
C0008039 ; Cheyne Stokes respiration ; sosy
C1997249 ; Pudendal neuralgia ; dsyn
C0030201 ; Postoperative pain ; sosy
C0034882 ; Rectal disorder ; dsyn
C0152200 ; Achromatopsia ; dsyn
C0234246 ; Rebound tenderness ; sosy
C0242706 ; Hyperoxia ; sosy
C0031575 ; Phocomelia ; cgab
C0085614 ; First degree atrioventricular block ; dsyn
C0426209 ; Amniotic fluid -meconium stain ; fndg
C0553668 ; Labored breathing ; sosy
C0349489 ; Fetal hypoxia ; dsyn
C0007384 ; Cataplexy ; dsyn
C0751757 ; Idiopathic hypersomnia ; dsyn
C0423684 ; Thoracic back pain ; sosy
C0030214 ; Palatal myoclonus ; sosy
C0233729 ; Coprolalia ; fndg
C0233730 ; Swearing ; fndg
C0154693 ; Flaccid hemiplegia ; sosy
C1313952 ; Respiration intermittent ; sosy
C0267048 ; Glossoptosis ; dsyn
C0085853 ; Tympanometry ; diap
C0857087 ; Dizzy spells ; fndg
C0035229 ; Respiratory insufficiency, NOS ; patf
C1562820 ; Tender point ; fndg
C0269084 ; Vulvar vestibulitis ; dsyn
C0427202 ; Muscular atony ; sosy
C0085594 ; Fever with chills ; sosy
C0686770 ; Leser-Trelat sign ; sosy
C0398359 ; Trousseau's syndrome ; dsyn
C0085621 ; Spastic paralysis ; patf
C0030198 ; Pain assessment ; diap
C0751352 ; Nocturnal myoclonus ; sosy
C0424768 ; Prolonged fever ; fndg
C0450978 ; Abnormal involuntary movement scale ; inpr
C0231687 ; Spastic gait ; fndg
C0443306 ; Spastic ; mobd
C0406500 ; Lipodermatosclerosis ; dsyn
C0239375 ; Numbness of limbs ; sosy
C0547005 ; Mid-cycle bleeding ; sosy
C1510477 ; Endometrial biopsy ; diap
C0231698 ; Scissor gait ; fndg
C0199873 ; Esophageal manometry ; diap
C0203769 ; Esophageal motility study ; diap
C0152032 ; Urinary hesitation ; dsyn
C0221169 ; Hemiballismus ; dsyn
C0752196 ; Ballismus ; dsyn
C0149651 ; Clubbing ; sosy
C0154271 ; Hypercarotinemia ; dsyn
C0560738 ; VQ - Ventilation perfusion scan ; diap
C0019125 ; Hematotympanum ; dsyn
C0233718 ; Pressure of speech ; mobd
C0376480 ; Gingival enlargement NOS ; fndg
C0017574 ; Gingivitis ; dsyn
C0017566 ; Gingival hyperplasia ; patf
C0158940 ; Transitory tachypnea of newborn ; dsyn
C1303007 ; Brushfield spots ; fndg
C0042790 ; Disorder of vision ; fndg
C1096274 ; Corneal thinning ; dsyn
C0399478 ; Smokers keratosis ; dsyn
C0497456 ; Menstruation absent ; sosy
C0232849 ; Bladder pain ; sosy
C1723764 ; Chronic prostatitis - chronic pelvic pain syndrome ; dsyn
C0240812 ; Prostatic pain ; sosy
C0241181 ; Fragile skin ; fndg
C0034554 ; Radioallergosorbent test ; lbpr
C0016842 ; Congenital pectus excavatum ; cgab,dsyn
C0438237 ; Liver enzymes abnormal ; fndg
C0238637 ; Anal pain ; sosy
C3650625 ; Abnormal uterine bleeding ; patf
C0343081 ; Livedoid vasculitis ; dsyn
C0241235 ; Purulent sputum ; sosy
C0030291 ; Pancreatic function test ; lbpr
C0344304 ; Generalized abdominal pain ; sosy
C0277849 ; Psoas sign ; sosy
C0277978 ; Obturator sign ; sosy
C0694551 ; Right lower quadrant pain ; sosy
C1456865 ; Ureteric calculus ; dsyn
C0398349 ; Distal intestinal obstruction syndrome ; dsyn
C0159066 ; Abdominal rigidity ; sosy
C0006282 ; Contrast bronchogram ; diap
C0033117 ; Priapism ; dsyn
C0277977 ; Murphy's sign ; sosy
C0042267 ; Vaginitis ; dsyn
C0558534 ; Percutaneous liver biopsy ; diap
C1313969 ; Hearing difficulty ; fndg
C0221353 ; Horseshoe kidney ; cgab
C2939416 ; Pectus carinatum ; dsyn
C0239377 ; Arm pain, NOS ; sosy
C0233200 ; Cullen's sign ; sosy
C0333286 ; Splinter hemorrhage ; patf
C0234144 ; Dysgraphia ; mobd
C0425492 ; Irregular breathing ; fndg
C0026858 ; Musculoskeletal pain ; fndg
C0232474 ; Increased peristalsis ; fndg
C0476289 ; Abdominal wind pain ; sosy
C0241416 ; Pain in toe ; sosy
C0581876 ; Crying infant ; fndg
C0521785 ; Unilateral hearing loss ; dsyn
C0086438 ; Hypogammaglobulinemia ; dsyn
C0002445 ; Ameboma ; dsyn
C1320549 ; Molecular genetic test ; lbpr
C0201720 ; Serum protein electrophoresis ; lbpr
C0023223 ; Leg ulcer NOS ; acab,dsyn
C0393584 ; Benign hereditary chorea ; dsyn
C0238590 ; Acrogeria ; dsyn
C0423757 ; Thin skin ; fndg
C0542514 ; Blue sclera ; fndg
C0231730 ; Trendelenburg sign ; fndg
C0234162 ; Dysmetria, NOS ; fndg
C0236082 ; Vaginal pain ; sosy
C0034933 ; Abnormal reflex, NOS ; sosy
C0155223 ; Dacryoadenitis ; dsyn
C0476369 ; Echocardiogram abnormal ; fndg
C0034359 ; Pyuria ; dsyn
C0271202 ; Homonymous hemianopsia ; dsyn
C0235568 ; Bronchorrhea ; sosy
C0425464 ; Thoracic breathing ; fndg
C0234866 ; Barking cough ; fndg
C0178415 ; Raised prostate specific antigen ; fndg
C0085659 ; Erythema marginatum ; dsyn
C0162323 ; Polyarthritis ; dsyn
C0278217 ; Von Graefe sign ; sosy
C0234357 ; Adiadochokinesis ; sosy
C3697716 ; Acute flaccid paralysis ; sosy
C0004292 ; Pure tone audiometry ; diap
C0332599 ; Abnormal facies ; fndg
C0234373 ; Fine tremor ; sosy
C0581391 ; Chronic depression ; mobd
C0221480 ; Recurrent depression ; mobd
C0085582 ; Retrobulbar neuritis ; dsyn
C0240007 ; Groin lump ; sosy
C0025587 ; Metatarsalgia ; sosy
C0240941 ; Pruritus of scalp ; sosy
C0234362 ; Synkinesis ; sosy
C0233612 ; Waxy flexibility ; sosy
C0233613 ; Echopraxia ; mobd
C0035232 ; Diaphragmatic paralysis ; fndg
C0863106 ; Afebrile seizure ; dsyn
C0039232 ; AV nodal re-entry tachycardia ; dsyn
C0155015 ; Protan defect ; dsyn
C0155016 ; Red-green color blindness ; dsyn
C0155017 ; Tritan defect ; dsyn
C1527383 ; Morphea ; dsyn
C1304836 ; Mantoux test ; diap
C0424641 ; Decrease in height ; fndg
C0271097 ; Usher syndrome ; cgab,dsyn
C0155552 ; Mixed type deafness ; dsyn
C0018780 ; High frequency hearing loss ; dsyn
C0847244 ; Otoscopy ; diap
C0554819 ; Triple test ; lbpr
C0018776 ; Central hearing loss ; dsyn
C0241310 ; Suprapubic pain ; sosy
C0006895 ; Capgras syndrome ; mobd
C2364111 ; Ageusia ; sosy
C1536696 ; Overactivity ; fndg
C0232255 ; Innocent murmur ; fndg
C0003515 ; Aortography ; diap
C0476278 ; Anterior chest wall pain ; sosy
C0263537 ; Onychogryposis ; dsyn
C0751409 ; Monoparesis - arm ; sosy
C0162275 ; Ketonuria ; dsyn
C0277960 ; Dry hair ; fndg
C0001361 ; Acute tonsillitis ; dsyn
C0524812 ; Intracranial hypotension ; dsyn
C0021364 ; Male infertility ; dsyn
C0085166 ; Bacterial vaginosis ; dsyn
C0566986 ; Vaginal discharge problem ; fndg
C0393754 ; Headache associated with sexual activity ; sosy
C1568247 ; Usher syndrome type 1 ; cgab,dsyn
C0339534 ; Usher syndrome type 2 ; cgab
C0020599 ; Hypocalciuria ; dsyn
C0427516 ; Hypersegmentation ; lbtr
C0333616 ; Postinflammatory hyperpigmentation ; patf
C0020455 ; Hypergammaglobulinemia ; dsyn
C0263491 ; Pili torti ; fndg
C2919404 ; Raised low density lipoprotein cholesterol ; fndg
C3536884 ; Visual analog scale ; diap
C0234180 ; Chvostek sign ; fndg
C0476442 ; High antibody titer ; fndg
C0234996 ; Rigid gait ; fndg
C0221259 ; Trichiasis ; dsyn
C0234379 ; Resting tremor ; fndg
C0234374 ; Coarse tremor ; sosy
C0751564 ; Pill rolling ; sosy
C0151564 ; Cogwheel rigidity ; sosy
C0277821 ; Extrapyramidal rigidity ; sosy
C0677490 ; Pulmonary angiogram ; diap
C0344917 ; Left ventricular outflow tract obstruction ; cgab
C0232495 ; Lower abdominal pain ; sosy
C0344365 ; Incomplete emptying of bladder ; sosy
C0428256 ; Blood lead level ; lbpr
C0149840 ; Senile tremor ; sosy
C0234378 ; Static tremor ; sosy
C0221228 ; Comedone ; dsyn
C0011620 ; Stasis dermatitis ; dsyn
C0581911 ; Heavy legs ; fndg
C0438697 ; Crying, excessive ; fndg
C0376175 ; Bell palsy ; dsyn
C0423006 ; Discharge from eye ; sosy
C0426785 ; Intermittent torticollis ; sosy
C0023533 ; Leukorrhea ; sosy
C0237154 ; Homeless ; fndg
C3241942 ; Sore on skin ; fndg
C0277848 ; Hoover's sign ; sosy
C0522182 ; Nosophobia ; menp
C2267233 ; Neonatal hypotonia ; dsyn
C0239340 ; Edema of lower extremity ; patf
C0412514 ; Corneal pachymetry ; diap
C0002963 ; Variant angina pectoris ; dsyn
C0340288 ; Stable angina ; dsyn
C0221226 ; Distended umbilical veins ; sosy
C0013853 ; Electronystagmography ; diap
C0558148 ; Yellow complexion ; sosy
C0266813 ; Fecal occult blood: positive ; lbtr
C0013805 ; Electrocochleography ; diap
C0430435 ; Monospot test ; lbpr
C0427357 ; Human leukocyte antigen type ; lbtr
C0028856 ; Ocular torticollis ; dsyn
C0004090 ; Astasia-abasia ; mobd
C0427170 ; Magnetic gait ; fndg
C0015938 ; Fetal macrosomia ; dsyn
C0151631 ; Low erythrocyte sedimentation rate ; fndg
C0014804 ; Erythromelalgia ; dsyn
C0238552 ; Left upper quadrant pain ; sosy
C0231819 ; Air trapping ; sosy
C0159075 ; Chyluria ; sosy
C0032541 ; Polyneuritis ; dsyn
C0151934 ; Hypogeusia ; fndg
C0237938 ; Gastrointestinal ulcer ; dsyn
C0474433 ; Uremic fetor ; fndg
C1290999 ; Froment's sign ; sosy
C0221200 ; Koplik spots ; sosy
C0702102 ; Arthritis mutilans ; dsyn
C0455988 ; Non-immune hydrops fetalis ; dsyn
C0344388 ; Mean platelet volume ; fndg
C0015499 ; Factor V deficiency ; dsyn
C0013799 ; Ambulatory ECG ; diap
C0700129 ; Incoherent speech ; fndg
C0235324 ; Dental swelling ; fndg
C1744601 ; Abnormal heart beat ; sosy
C0154162 ; Riedel's thyroiditis ; dsyn
C0264573 ; Mediastinal fibrosis ; dsyn
C0013394 ; Dyspareunia ; dsyn
C0486293 ; Albumin/creatinine ratio ; lbpr
C0520904 ; Postoperative nausea ; sosy
C0234245 ; Visceral pain ; sosy
C0240682 ; Pelvic girdle pain ; fndg
C0085688 ; Breast engorgement ; sosy
C0333525 ; Maceration ; patf
C0746459 ; Widened mediastinum ; fndg
C0264992 ; Polyarteritis ; dsyn
C0085622 ; Monoplegia ; dsyn
C0239739 ; Tenderness of gums ; sosy
C0238545 ; Right upper quadrant abdominal mass ; fndg
C0454655 ; Semantic-pragmatic disorder ; mobd
C0240352 ; Morning nausea ; sosy
C0021807 ; Intertrigo ; dsyn
C0238551 ; Left lower quadrant pain ; sosy
C0232431 ; Cold sweat ; sosy
C0239548 ; Fasciculation of tongue ; fndg
C0576224 ; Small foot ; fndg
C0023944 ; Locked in syndrome ; dsyn
C0004290 ; Evoked response audiometry ; diap
C1720436 ; Under anesthesia ; fndg
C0342892 ; Hypolipidemia ; patf
C0268079 ; Hyperphosphaturia ; dsyn
C0242490 ; Enthesopathy ; dsyn
C1280008 ; Abdominal angina ; sosy
C0232854 ; Slowing of urinary stream ; sosy
C0265072 ; Inferior vena cava syndrome ; dsyn
C0242670 ; Persistent vegetative state ; dsyn
C0024489 ; Magnetoencephalography ; diap
C0751699 ; Minimally conscious state ; dsyn
C0239511 ; Numbness of face ; sosy
C0750903 ; Suppression amblyopia ; dsyn
C0016781 ; Fuchs' endothelial dystrophy ; dsyn
C0234370 ; Persistent tremor ; sosy
C1690968 ; US angiography ; diap
C0040434 ; Discoloration of tooth ; fndg
C0149774 ; Scrotal mass ; fndg
C0155533 ; Subjective tinnitus ; sosy
C0155534 ; Objective tinnitus ; sosy
C0395959 ; Tinnitus of vascular origin ; sosy
C0239571 ; Fetor hepaticus ; fndg
C0021177 ; Increased libido ; sosy
C0522067 ; Liver pain ; sosy
C0020581 ; Hyphema ; patf
C0730031 ; Bone density scan ; diap
C0010666 ; Cystic acne ; dsyn
C0151594 ; Hemorrhagic diarrhea ; dsyn
C0175167 ; Acneform eruptions ; fndg
C0003742 ; Arcus senilis ; anab,dsyn
C0233636 ; Disorder of form of thought ; mobd
C0233648 ; Word salad ; mobd
C0521174 ; Microcalcification ; patf
C0412693 ; Magnetic resonance imaging of abdomen ; diap
C0232694 ; Hyperactive bowel sounds ; fndg
C0233687 ; Thought insertion ; mobd
C0201837 ; Albumin/Globulin ratio ; lbpr
C0004968 ; Bence-Jones proteinuria ; fndg
C0278218 ; Kocher's sign ; sosy
C0424810 ; Swelling around eyes ; sosy
C0278184 ; Scanning speech ; sosy
C0263535 ; Muehrcke's lines ; dsyn
C1444627 ; Hutchinson's sign ; dsyn
C0454599 ; Cerebellar dysarthria ; fndg
C0271858 ; Tertiary hyperparathyroidism ; dsyn
C0015962 ; Fetoscopy ; diap
C0920771 ; Cardiotochogram ; diap
C1314734 ; Nonstress test ; diap
C2129318 ; Morning vomiting ; sosy
C0277961 ; Greasy hair ; sosy
C2733181 ; Ankle flare ; dsyn
C0020565 ; Hypertrophy of breast NOS ; patf
C0392704 ; Cortical deafness ; dsyn
C0948073 ; Biopsy of uterus ; diap
C0268559 ; Hyperglycinemia ; dsyn
C0239549 ; Fat intolerance ; sosy
C0031053 ; Perichondritis ; dsyn
C0564221 ; Difficulty talking ; fndg
C0264906 ; Second degree atrioventricular block ; dsyn
C0201721 ; Urine protein electrophoresis ; lbpr
C0232200 ; Gallop rhythm ; fndg
C1956414 ; Cardiac asthma ; patf
C0159076 ; Biliuria ; fndg
C0277589 ; Death of unknown cause ; fndg
C0587953 ; Urine cytology ; fndg
C0013608 ; Cardiac edema ; dsyn
C0271190 ; Monocular diplopia ; dsyn
C0233189 ; Goodell's sign ; sosy
C0233191 ; Hegar's sign ; sosy
C2733651 ; Chadwick's sign ; sosy
C0201812 ; Spot test ; lbpr
C0201131 ; CAMP test ; lbpr
C0235287 ; Dysosmia ; dsyn
C0085924 ; Breathalyser test ; diap
C0234439 ; Semicoma ; patf
C0277834 ; Kehr's sign ; sosy
C0457775 ; No malocclusion ; fndg
C0158369 ; Swelling of limb ; sosy
C0422855 ; Vertiginous seizure ; dsyn
C0263519 ; Anagen effluvium ; dsyn
C0005858 ; Bloodshot eye ; sosy
C0042256 ; Pruritus of vagina ; sosy
C0235678 ; Vaginal odor ; sosy
C0018071 ; Gonioscopy ; diap
C1271439 ; Scanning laser polarimetry ; diap
C0009398 ; Color vision deficiency ; dsyn
C0454598 ; Mixed dysarthria ; fndg
C1286370 ; Finding of odor of urine ; fndg
C0547002 ; Death rattle ; sosy
C0333512 ; Caseous necrosis ; patf
C0497481 ; Pain in penis ; sosy
C0020594 ; Hypoactive sexual desire disorder ; mobd
C0240521 ; Nipple tenderness ; sosy
C0241426 ; Burning tongue ; sosy
C0271412 ; Bleeding from ear ; patf
C0849907 ; Itching of ear ; sosy
C1272352 ; Deficiency of vitamin D3 ; dsyn
C0015519 ; Factor X deficiency ; dsyn
C0015526 ; Factor XII deficiency ; dsyn
C0576479 ; Neglect of left side of body ; fndg
C0234497 ; Amusia ; dsyn
C3248383 ; Logorrhea ; mobd
C0231871 ; Whispering pectoriloquy ; sosy
C0553727 ; Muscular paralysis ; fndg
C0234511 ; Body-image agnosia ; mobd
C0232121 ; Pulsus alternans ; fndg
C0221785 ; Pain in wrist ; sosy
C0451672 ; Cerebellar stroke syndrome ; dsyn
C0424781 ; Spiking temperature ; fndg
C0338818 ; Morbid jealousy ; mobd
C1510410 ; Sense of smell altered ; fndg
C0233607 ; Catatonic stupor ; mobd
C0423640 ; Right flank pain ; sosy
C0029877 ; Otitis, NOS ; dsyn
C0264618 ; Hyponasality syndrome ; dsyn
C0344900 ; Right ventricular outflow tract obstruction ; cgab
C1273976 ; First myocardial infarction ; dsyn
C0334157 ; Synechia ; patf
C0042996 ; Vulvitis ; dsyn
C0239832 ; Numbness of hand ; sosy
C0442735 ; Nothing ; fndg
C0578159 ; Antibiotic-associated diarrhea ; dsyn
C0271291 ; Corneal anesthesia ; dsyn
C0476226 ; Anesthesia of skin ; sosy
C0422853 ; Olfactory seizure ; dsyn
C0852983 ; Decreased lipid ; fndg
C0684276 ; Hypsarrhythmia ; fndg
C0192682 ; Small intestine endoscopy ; diap
C0600452 ; Hepatopulmonary syndrome ; dsyn
C0282005 ; Swelling of scrotum ; sosy
C0580546 ; Blood glucose abnormal ; fndg
C0040017 ; Thromboelastography ; lbpr
C0444720 ; Circulatory arrest ; dsyn
C0424421 ; Eating problem ; fndg
C0553757 ; Disorders of smell ; dsyn
C0262923 ; Urine protein test ; lbpr
C0240698 ; Ulcer of penis ; acab,dsyn
C0338938 ; Hypochondriacal pain ; mobd
C0036135 ; Salpingography ; diap
C0239589 ; Pain in finger ; sosy
C0339696 ; Anisometropic amblyopia ; dsyn
C0270749 ; Marie cerebellar ataxia ; dsyn
C0234164 ; Past pointing (finding) ; fndg
C0015503 ; Factor VII deficiency ; cgab,dsyn
C1306857 ; Hyperglobulinemia ; fndg
C0430615 ; Rhinomanometry ; diap
C0238656 ; Ankle pain ; sosy
C2830589 ; Mammographic microcalcification of breast ; fndg
C0240302 ; Masseter spasm ; fndg
C0333997 ; Lymphoid hyperplasia ; dsyn
C0558368 ; Vaginal irritation ; fndg
C0424844 ; Lump in eyelid ; fndg
C1272061 ; Activated partial thromboplastin time ratio ; lbpr
C1264031 ; Alloimmune thrombocytopenia ; dsyn
C0427611 ; Coagulation time, activated ; lbpr
C0027441 ; Nasopharyngitis ; dsyn
C0576995 ; Bleeding of pharynx ; fndg
C2315800 ; Oral phase dysphagia ; dsyn
C0423682 ; Mechanical low back pain ; dsyn
C0162599 ; Photoplethysmography ; diap
C3887612 ; Psychomotor agitation ; fndg
C0272249 ; Polyclonal gammopathy ; dsyn
C0575805 ; Swelling of hand ; fndg
C0241075 ; Induration of skin ; dsyn
C0391870 ; Abnormality of red blood cells ; fndg
C0200655 ; Red blood cell morphology ; lbpr
C0151735 ; Injection site reaction ; patf
C0877040 ; Fear of falling ; fndg
C0428440 ; Unconjugated bilirubin level ; lbtr
C0376094 ; Wada test ; diap
C0476313 ; Swelling of inguinal region ; fndg
C0234375 ; Massive tremor ; sosy
C0023014 ; Language development disorder ; mobd
C0332544 ; Abnormal weight gain ; sosy
C0266652 ; Abnormal fetus ; dsyn
C0300946 ; Alymphocytosis ; dsyn
C0202762 ; Magnetic resonance imaging of neck ; diap
C0376529 ; Capnography ; diap
C0427837 ; Urine: turbid ; lbtr
C0191853 ; Core needle biopsy of breast ; diap
C0423641 ; Left flank pain ; sosy
C0235234 ; Pharyngeal dryness ; sosy
C0237105 ; Emotional stability ; menp
C0240444 ; Pachyonychia ; sosy
C0271198 ; Arcuate scotoma ; fndg
C0151579 ; Crystalluria ; lbtr
C0041959 ; Ureteritis ; dsyn
C0430815 ; Surface electromyography ; diap
C3875470 ; Improved exercise tolerance ; fndg
C0522214 ; Abnormal visual evoked potential ; fndg
C0521532 ; Diaphragmatic paresis ; sosy
C0423756 ; Thickness of skin ; fndg
